,TimeStamp,Relative Time,srcIP,dstIP,srcPort,dstPort,ipLen,MMS Type,MMS Service,Invoke Id,Domain Id,Item Id,Object Class,label
62,14.252996,39.961518,3232235787,3232235827,49622,102,78,0,1.0,720186.0,20.0,86.0,9.0,0
63,14.252997,39.977236,3232235827,3232235787,102,49622,556,1,1.0,720186.0,20.0,86.0,9.0,0
64,14.253105,41.05245,3232235787,3232235828,49623,102,78,0,1.0,720187.0,20.0,86.0,9.0,0
65,14.253106,41.066199,3232235828,3232235787,102,49623,564,1,1.0,720187.0,20.0,86.0,9.0,0
66,14.253308,43.084386,3232235788,3232235828,35091,102,78,0,1.0,137647.0,20.0,86.0,9.0,0
67,14.25331,43.09959,3232235828,3232235788,102,35091,564,1,1.0,137647.0,20.0,86.0,9.0,0
68,14.253444,44.440603,3232235787,3232235837,49621,102,78,0,1.0,720188.0,20.0,86.0,9.0,0
69,14.253444,44.443512,3232235837,3232235787,102,49621,141,1,1.0,720188.0,20.0,86.0,9.0,0
70,14.253498,44.98537,3232235787,3232235827,49622,102,78,0,1.0,720189.0,20.0,86.0,9.0,0
71,14.253499,44.99764,3232235827,3232235787,102,49622,556,1,1.0,720189.0,20.0,86.0,9.0,0
72,14.253608,46.079499,3232235787,3232235828,49623,102,78,0,1.0,720190.0,20.0,86.0,9.0,0
73,14.253609,46.093291,3232235828,3232235787,102,49623,564,1,1.0,720190.0,20.0,86.0,9.0,0
74,14.253946,49.462594,3232235787,3232235837,49621,102,78,0,1.0,720191.0,20.0,86.0,9.0,0
75,14.253946,49.46542,3232235837,3232235787,102,49621,141,1,1.0,720191.0,20.0,86.0,9.0,0
76,14.253968,49.683566,3232235788,3232235827,35347,102,78,0,1.0,137648.0,20.0,86.0,9.0,0
77,14.253969,49.69662,3232235827,3232235788,102,35347,556,1,1.0,137648.0,20.0,86.0,9.0,0
78,14.254001,50.009582,3232235787,3232235827,49622,102,78,0,1.0,720192.0,20.0,86.0,9.0,0
79,14.254002,50.023322,3232235827,3232235787,102,49622,556,1,1.0,720192.0,20.0,86.0,9.0,0
80,14.25411,51.099554,3232235787,3232235828,49623,102,78,0,1.0,720193.0,20.0,86.0,9.0,0
81,14.254111,51.111939,3232235828,3232235787,102,49623,564,1,1.0,720193.0,20.0,86.0,9.0,0
82,14.254311,53.116735,3232235788,3232235828,35091,102,78,0,1.0,137649.0,20.0,86.0,9.0,0
83,14.254313,53.130697,3232235828,3232235788,102,35091,564,1,1.0,137649.0,20.0,86.0,9.0,0
84,14.254447,54.468533,3232235787,3232235837,49621,102,78,0,1.0,720194.0,20.0,86.0,9.0,0
85,14.254447,54.471442,3232235837,3232235787,102,49621,141,1,1.0,720194.0,20.0,86.0,9.0,0
86,14.254503,55.031598,3232235787,3232235827,49622,102,78,0,1.0,720195.0,20.0,86.0,9.0,0
87,14.254504,55.046875,3232235827,3232235787,102,49622,556,1,1.0,720195.0,20.0,86.0,9.0,0
88,14.254612,56.122724,3232235787,3232235828,49623,102,78,0,1.0,720196.0,20.0,86.0,9.0,0
89,14.254613,56.135804,3232235828,3232235787,102,49623,564,1,1.0,720196.0,20.0,86.0,9.0,0
90,14.254951,59.509063,3232235787,3232235837,49621,102,78,0,1.0,720197.0,20.0,86.0,9.0,0
91,14.254951,59.511844,3232235837,3232235787,102,49621,141,1,1.0,720197.0,20.0,86.0,9.0,0
92,14.25497,59.699926,3232235788,3232235827,35347,102,78,0,1.0,137650.0,20.0,86.0,9.0,0
93,14.254971,59.713455,3232235827,3232235788,102,35347,556,1,1.0,137650.0,20.0,86.0,9.0,0
94,14.255005,60.052859,3232235787,3232235827,49622,102,78,0,1.0,720198.0,20.0,86.0,9.0,0
95,14.255006,60.066387,3232235827,3232235787,102,49622,556,1,1.0,720198.0,20.0,86.0,9.0,0
96,14.255115,61.1499,3232235787,3232235828,49623,102,78,0,1.0,720199.0,20.0,86.0,9.0,0
97,14.255116,61.16332,3232235828,3232235787,102,49623,564,1,1.0,720199.0,20.0,86.0,9.0,0
98,14.255313,63.129959,3232235788,3232235828,35091,102,78,0,1.0,137651.0,20.0,86.0,9.0,0
99,14.255314,63.142902,3232235828,3232235788,102,35091,564,1,1.0,137651.0,20.0,86.0,9.0,0
100,14.255453,64.532037,3232235787,3232235837,49621,102,78,0,1.0,720200.0,20.0,86.0,9.0,0
101,14.255453,64.534804,3232235837,3232235787,102,49621,141,1,1.0,720200.0,20.0,86.0,9.0,0
102,14.255508,65.078138,3232235787,3232235827,49622,102,78,0,1.0,720201.0,20.0,86.0,9.0,0
103,14.255509,65.091795,3232235827,3232235787,102,49622,556,1,1.0,720201.0,20.0,86.0,9.0,0
104,14.255617,66.168885,3232235787,3232235828,49623,102,78,0,1.0,720202.0,20.0,86.0,9.0,0
105,14.255618,66.18348,3232235828,3232235787,102,49623,564,1,1.0,720202.0,20.0,86.0,9.0,0
106,14.255956,69.559175,3232235787,3232235837,49621,102,78,0,1.0,720203.0,20.0,86.0,9.0,0
107,14.255956,69.562275,3232235837,3232235787,102,49621,141,1,1.0,720203.0,20.0,86.0,9.0,0
108,14.255973,69.729094,3232235788,3232235827,35347,102,78,0,1.0,137652.0,20.0,86.0,9.0,0
109,14.255974,69.742475,3232235827,3232235788,102,35347,556,1,1.0,137652.0,20.0,86.0,9.0,0
110,14.26001,70.101081,3232235787,3232235827,49622,102,78,0,1.0,720204.0,20.0,86.0,9.0,0
111,14.260011,70.116176,3232235827,3232235787,102,49622,556,1,1.0,720204.0,20.0,86.0,9.0,0
112,14.260119,71.194179,3232235787,3232235828,49623,102,78,0,1.0,720205.0,20.0,86.0,9.0,0
113,14.26012,71.207747,3232235828,3232235787,102,49623,564,1,1.0,720205.0,20.0,86.0,9.0,0
114,14.260316,73.159374,3232235788,3232235828,35091,102,78,0,1.0,137653.0,20.0,86.0,9.0,0
115,14.260317,73.172555,3232235828,3232235788,102,35091,564,1,1.0,137653.0,20.0,86.0,9.0,0
116,14.260458,74.579203,3232235787,3232235837,49621,102,78,0,1.0,720206.0,20.0,86.0,9.0,0
117,14.260458,74.582182,3232235837,3232235787,102,49621,141,1,1.0,720206.0,20.0,86.0,9.0,0
118,14.260513,75.128235,3232235787,3232235827,49622,102,78,0,1.0,720207.0,20.0,86.0,9.0,0
119,14.260514,75.141728,3232235827,3232235787,102,49622,556,1,1.0,720207.0,20.0,86.0,9.0,0
120,14.260621,76.215254,3232235787,3232235828,49623,102,78,0,1.0,720208.0,20.0,86.0,9.0,0
121,14.260623,76.229153,3232235828,3232235787,102,49623,564,1,1.0,720208.0,20.0,86.0,9.0,0
122,14.26096,79.602352,3232235787,3232235837,49621,102,78,0,1.0,720209.0,20.0,86.0,9.0,0
123,14.26096,79.605236,3232235837,3232235787,102,49621,141,1,1.0,720209.0,20.0,86.0,9.0,0
124,14.260976,79.759536,3232235788,3232235827,35347,102,78,0,1.0,137654.0,20.0,86.0,9.0,0
125,14.260977,79.772824,3232235827,3232235788,102,35347,556,1,1.0,137654.0,20.0,86.0,9.0,0
126,14.261015,80.148254,3232235787,3232235827,49622,102,78,0,1.0,720210.0,20.0,86.0,9.0,0
127,14.261016,80.161785,3232235827,3232235787,102,49622,556,1,1.0,720210.0,20.0,86.0,9.0,0
128,14.261123,81.237612,3232235787,3232235828,49623,102,78,0,1.0,720211.0,20.0,86.0,9.0,0
129,14.261125,81.250925,3232235828,3232235787,102,49623,564,1,1.0,720211.0,20.0,86.0,9.0,0
130,14.261319,83.193587,3232235788,3232235828,35091,102,78,0,1.0,137655.0,20.0,86.0,9.0,0
131,14.26132,83.207255,3232235828,3232235788,102,35091,564,1,1.0,137655.0,20.0,86.0,9.0,0
132,14.261462,84.627796,3232235787,3232235837,49621,102,78,0,1.0,720212.0,20.0,86.0,9.0,0
133,14.261463,84.630704,3232235837,3232235787,102,49621,141,1,1.0,720212.0,20.0,86.0,9.0,0
134,14.261517,85.16866,3232235787,3232235827,49622,102,78,0,1.0,720213.0,20.0,86.0,9.0,0
135,14.261518,85.182301,3232235827,3232235787,102,49622,556,1,1.0,720213.0,20.0,86.0,9.0,0
136,14.261626,86.260862,3232235787,3232235828,49623,102,78,0,1.0,720214.0,20.0,86.0,9.0,0
137,14.261627,86.27621,3232235828,3232235787,102,49623,564,1,1.0,720214.0,20.0,86.0,9.0,0
138,14.261965,89.652018,3232235787,3232235837,49621,102,78,0,1.0,720215.0,20.0,86.0,9.0,0
139,14.261965,89.654883,3232235837,3232235787,102,49621,141,1,1.0,720215.0,20.0,86.0,9.0,0
140,14.261977,89.777004,3232235788,3232235827,35347,102,78,0,1.0,137656.0,20.0,86.0,9.0,0
141,14.261979,89.79037,3232235827,3232235788,102,35347,556,1,1.0,137656.0,20.0,86.0,9.0,0
142,14.262019,90.19407,3232235787,3232235827,49622,102,78,0,1.0,720216.0,20.0,86.0,9.0,0
143,14.262021,90.210073,3232235827,3232235787,102,49622,556,1,1.0,720216.0,20.0,86.0,9.0,0
144,14.262128,91.284147,3232235787,3232235828,49623,102,78,0,1.0,720217.0,20.0,86.0,9.0,0
145,14.26213,91.298174,3232235828,3232235787,102,49623,564,1,1.0,720217.0,20.0,86.0,9.0,0
146,14.262321,93.208248,3232235788,3232235828,35091,102,78,0,1.0,137657.0,20.0,86.0,9.0,0
147,14.262322,93.223946,3232235828,3232235788,102,35091,564,1,1.0,137657.0,20.0,86.0,9.0,0
148,14.262467,94.675372,3232235787,3232235837,49621,102,78,0,1.0,720218.0,20.0,86.0,9.0,0
149,14.262468,94.678178,3232235837,3232235787,102,49621,141,1,1.0,720218.0,20.0,86.0,9.0,0
150,14.262521,95.2175,3232235787,3232235827,49622,102,78,0,1.0,720219.0,20.0,86.0,9.0,0
151,14.262523,95.231039,3232235827,3232235787,102,49622,556,1,1.0,720219.0,20.0,86.0,9.0,0
152,14.26263,96.307454,3232235787,3232235828,49623,102,78,0,1.0,720220.0,20.0,86.0,9.0,0
153,14.262632,96.321098,3232235828,3232235787,102,49623,564,1,1.0,720220.0,20.0,86.0,9.0,0
154,14.262969,99.694752,3232235787,3232235837,49621,102,78,0,1.0,720221.0,20.0,86.0,9.0,0
155,14.262969,99.697611,3232235837,3232235787,102,49621,141,1,1.0,720221.0,20.0,86.0,9.0,0
156,14.262981,99.808806,3232235788,3232235827,35347,102,78,0,1.0,137658.0,20.0,86.0,9.0,0
157,14.262982,99.823151,3232235827,3232235788,102,35347,556,1,1.0,137658.0,20.0,86.0,9.0,0
158,14.263024,100.238825,3232235787,3232235827,49622,102,78,0,1.0,720222.0,20.0,86.0,9.0,0
159,14.263025,100.253027,3232235827,3232235787,102,49622,556,1,1.0,720222.0,20.0,86.0,9.0,0
160,14.263133,101.33381,3232235787,3232235828,49623,102,78,0,1.0,720223.0,20.0,86.0,9.0,0
161,14.263134,101.347326,3232235828,3232235787,102,49623,564,1,1.0,720223.0,20.0,86.0,9.0,0
162,14.263324,103.240067,3232235788,3232235828,35091,102,78,0,1.0,137659.0,20.0,86.0,9.0,0
163,14.263325,103.252578,3232235828,3232235788,102,35091,564,1,1.0,137659.0,20.0,86.0,9.0,0
164,14.263472,104.719225,3232235787,3232235837,49621,102,78,0,1.0,720224.0,20.0,86.0,9.0,0
165,14.263472,104.722165,3232235837,3232235787,102,49621,141,1,1.0,720224.0,20.0,86.0,9.0,0
166,14.263526,105.265267,3232235787,3232235827,49622,102,78,0,1.0,720225.0,20.0,86.0,9.0,0
167,14.263527,105.277599,3232235827,3232235787,102,49622,556,1,1.0,720225.0,20.0,86.0,9.0,0
168,14.263635,106.358089,3232235787,3232235828,49623,102,78,0,1.0,720226.0,20.0,86.0,9.0,0
169,14.263637,106.371143,3232235828,3232235787,102,49623,564,1,1.0,720226.0,20.0,86.0,9.0,0
170,14.263974,109.743525,3232235787,3232235837,49621,102,78,0,1.0,720227.0,20.0,86.0,9.0,0
171,14.263974,109.746303,3232235837,3232235787,102,49621,141,1,1.0,720227.0,20.0,86.0,9.0,0
172,14.263983,109.835403,3232235788,3232235827,35347,102,78,0,1.0,137660.0,20.0,86.0,9.0,0
173,14.263985,109.849987,3232235827,3232235788,102,35347,556,1,1.0,137660.0,20.0,86.0,9.0,0
174,14.264028,110.286388,3232235787,3232235827,49622,102,78,0,1.0,720228.0,20.0,86.0,9.0,0
175,14.26403,110.298733,3232235827,3232235787,102,49622,556,1,1.0,720228.0,20.0,86.0,9.0,0
176,14.264138,111.379538,3232235787,3232235828,49623,102,78,0,1.0,720229.0,20.0,86.0,9.0,0
177,14.264139,111.391918,3232235828,3232235787,102,49623,564,1,1.0,720229.0,20.0,86.0,9.0,0
178,14.264327,113.27071,3232235788,3232235828,35091,102,78,0,1.0,137661.0,20.0,86.0,9.0,0
179,14.264328,113.284587,3232235828,3232235788,102,35091,564,1,1.0,137661.0,20.0,86.0,9.0,0
180,14.264476,114.762853,3232235787,3232235837,49621,102,78,0,1.0,720230.0,20.0,86.0,9.0,0
181,14.264476,114.765592,3232235837,3232235787,102,49621,141,1,1.0,720230.0,20.0,86.0,9.0,0
182,14.264531,115.314695,3232235787,3232235827,49622,102,78,0,1.0,720231.0,20.0,86.0,9.0,0
183,14.264533,115.328372,3232235827,3232235787,102,49622,556,1,1.0,720231.0,20.0,86.0,9.0,0
184,14.26464,116.400741,3232235787,3232235828,49623,102,78,0,1.0,720232.0,20.0,86.0,9.0,0
185,14.264641,116.413869,3232235828,3232235787,102,49623,564,1,1.0,720232.0,20.0,86.0,9.0,0
186,14.264979,119.791033,3232235787,3232235837,49621,102,78,0,1.0,720233.0,20.0,86.0,9.0,0
187,14.264979,119.793766,3232235837,3232235787,102,49621,141,1,1.0,720233.0,20.0,86.0,9.0,0
188,14.264985,119.852044,3232235788,3232235827,35347,102,78,0,1.0,137662.0,20.0,86.0,9.0,0
189,14.264986,119.865456,3232235827,3232235788,102,35347,556,1,1.0,137662.0,20.0,86.0,9.0,0
190,14.265033,120.335071,3232235787,3232235827,49622,102,78,0,1.0,720234.0,20.0,86.0,9.0,0
191,14.265035,120.3484,3232235827,3232235787,102,49622,556,1,1.0,720234.0,20.0,86.0,9.0,0
192,14.265141,121.415081,3232235787,3232235828,49623,102,78,0,1.0,720235.0,20.0,86.0,9.0,0
193,14.265143,121.429598,3232235828,3232235787,102,49623,564,1,1.0,720235.0,20.0,86.0,9.0,0
194,14.265328,123.283315,3232235788,3232235828,35091,102,78,0,1.0,137663.0,20.0,86.0,9.0,0
195,14.265329,123.296924,3232235828,3232235788,102,35091,564,1,1.0,137663.0,20.0,86.0,9.0,0
196,14.265481,124.809331,3232235787,3232235837,49621,102,78,0,1.0,720236.0,20.0,86.0,9.0,0
197,14.265481,124.812151,3232235837,3232235787,102,49621,141,1,1.0,720236.0,20.0,86.0,9.0,0
198,14.265536,125.359368,3232235787,3232235827,49622,102,78,0,1.0,720237.0,20.0,86.0,9.0,0
199,14.265537,125.372552,3232235827,3232235787,102,49622,556,1,1.0,720237.0,20.0,86.0,9.0,0
200,14.265645,126.448336,3232235787,3232235828,49623,102,78,0,1.0,720238.0,20.0,86.0,9.0,0
201,14.265646,126.463459,3232235828,3232235787,102,49623,564,1,1.0,720238.0,20.0,86.0,9.0,0
202,14.265983,129.835567,3232235787,3232235837,49621,102,78,0,1.0,720239.0,20.0,86.0,9.0,0
203,14.265984,129.838342,3232235837,3232235787,102,49621,141,1,1.0,720239.0,20.0,86.0,9.0,0
204,14.265988,129.883547,3232235788,3232235827,35347,102,78,0,1.0,137664.0,20.0,86.0,9.0,0
205,14.265989,129.896747,3232235827,3232235788,102,35347,556,1,1.0,137664.0,20.0,86.0,9.0,0
206,14.270038,130.382664,3232235787,3232235827,49622,102,78,0,1.0,720240.0,20.0,86.0,9.0,0
207,14.270039,130.395829,3232235827,3232235787,102,49622,556,1,1.0,720240.0,20.0,86.0,9.0,0
208,14.270147,131.470846,3232235787,3232235828,49623,102,78,0,1.0,720241.0,20.0,86.0,9.0,0
209,14.270148,131.48439,3232235828,3232235787,102,49623,564,1,1.0,720241.0,20.0,86.0,9.0,0
210,14.270331,133.313884,3232235788,3232235828,35091,102,78,0,1.0,137665.0,20.0,86.0,9.0,0
211,14.270332,133.32691,3232235828,3232235788,102,35091,564,1,1.0,137665.0,20.0,86.0,9.0,0
212,14.270486,134.861948,3232235787,3232235837,49621,102,78,0,1.0,720242.0,20.0,86.0,9.0,0
213,14.270486,134.864901,3232235837,3232235787,102,49621,141,1,1.0,720242.0,20.0,86.0,9.0,0
214,14.27054,135.401965,3232235787,3232235827,49622,102,78,0,1.0,720243.0,20.0,86.0,9.0,0
215,14.270541,135.415102,3232235827,3232235787,102,49622,556,1,1.0,720243.0,20.0,86.0,9.0,0
216,14.270649,136.494016,3232235787,3232235828,49623,102,78,0,1.0,720244.0,20.0,86.0,9.0,0
217,14.27065,136.507952,3232235828,3232235787,102,49623,564,1,1.0,720244.0,20.0,86.0,9.0,0
218,14.270988,139.879232,3232235787,3232235837,49621,102,78,0,1.0,720245.0,20.0,86.0,9.0,0
219,14.270988,139.882091,3232235837,3232235787,102,49621,141,1,1.0,720245.0,20.0,86.0,9.0,0
220,14.270991,139.914281,3232235788,3232235827,35347,102,78,0,1.0,137666.0,20.0,86.0,9.0,0
221,14.270992,139.927949,3232235827,3232235788,102,35347,556,1,1.0,137666.0,20.0,86.0,9.0,0
222,14.271042,140.425248,3232235787,3232235827,49622,102,78,0,1.0,720246.0,20.0,86.0,9.0,0
223,14.271043,140.437568,3232235827,3232235787,102,49622,556,1,1.0,720246.0,20.0,86.0,9.0,0
224,14.271152,141.523436,3232235787,3232235828,49623,102,78,0,1.0,720247.0,20.0,86.0,9.0,0
225,14.271153,141.53694,3232235828,3232235787,102,49623,564,1,1.0,720247.0,20.0,86.0,9.0,0
226,14.271334,143.347406,3232235788,3232235828,35091,102,78,0,1.0,137667.0,20.0,86.0,9.0,0
227,14.271336,143.360288,3232235828,3232235788,102,35091,564,1,1.0,137667.0,20.0,86.0,9.0,0
228,14.27149,144.907529,3232235787,3232235837,49621,102,78,0,1.0,720248.0,20.0,86.0,9.0,0
229,14.271491,144.910248,3232235837,3232235787,102,49621,141,1,1.0,720248.0,20.0,86.0,9.0,0
230,14.271545,145.448493,3232235787,3232235827,49622,102,78,0,1.0,720249.0,20.0,86.0,9.0,0
231,14.271546,145.461767,3232235827,3232235787,102,49622,556,1,1.0,720249.0,20.0,86.0,9.0,0
232,14.271654,146.540533,3232235787,3232235828,49623,102,78,0,1.0,720250.0,20.0,86.0,9.0,0
233,14.271655,146.553074,3232235828,3232235787,102,49623,564,1,1.0,720250.0,20.0,86.0,9.0,0
234,14.271992,149.926763,3232235787,3232235837,49621,102,78,0,1.0,720251.0,20.0,86.0,9.0,0
235,14.271992,149.927746,3232235788,3232235827,35347,102,78,0,1.0,137668.0,20.0,86.0,9.0,0
236,14.271993,149.929593,3232235837,3232235787,102,49621,141,1,1.0,720251.0,20.0,86.0,9.0,0
237,14.271994,149.940424,3232235827,3232235788,102,35347,556,1,1.0,137668.0,20.0,86.0,9.0,0
238,14.272047,150.472914,3232235787,3232235827,49622,102,78,0,1.0,720252.0,20.0,86.0,9.0,0
239,14.272048,150.486398,3232235827,3232235787,102,49622,556,1,1.0,720252.0,20.0,86.0,9.0,0
240,14.272156,151.566011,3232235787,3232235828,49623,102,78,0,1.0,720253.0,20.0,86.0,9.0,0
241,14.272158,151.579542,3232235828,3232235787,102,49623,564,1,1.0,720253.0,20.0,86.0,9.0,0
242,14.272336,153.363033,3232235788,3232235828,35091,102,78,0,1.0,137669.0,20.0,86.0,9.0,0
243,14.272337,153.376719,3232235828,3232235788,102,35091,564,1,1.0,137669.0,20.0,86.0,9.0,0
244,14.272495,154.950068,3232235787,3232235837,49621,102,78,0,1.0,720254.0,20.0,86.0,9.0,0
245,14.272495,154.952929,3232235837,3232235787,102,49621,141,1,1.0,720254.0,20.0,86.0,9.0,0
246,14.272549,155.495034,3232235787,3232235827,49622,102,78,0,1.0,720255.0,20.0,86.0,9.0,0
247,14.27255,155.507849,3232235827,3232235787,102,49622,556,1,1.0,720255.0,20.0,86.0,9.0,0
248,14.272658,156.585573,3232235787,3232235828,49623,102,78,0,1.0,720256.0,20.0,86.0,9.0,0
249,14.27266,156.601166,3232235828,3232235787,102,49623,564,1,1.0,720256.0,20.0,86.0,9.0,0
250,14.272995,159.95544,3232235787,3232235837,49621,102,78,0,1.0,720257.0,20.0,86.0,9.0,0
251,14.272996,159.958297,3232235837,3232235787,102,49621,141,1,1.0,720257.0,20.0,86.0,9.0,0
252,14.272996,159.958303,3232235788,3232235827,35347,102,78,0,1.0,137670.0,20.0,86.0,9.0,0
253,14.272997,159.971211,3232235827,3232235788,102,35347,556,1,1.0,137670.0,20.0,86.0,9.0,0
254,14.273053,160.536446,3232235787,3232235827,49622,102,78,0,1.0,720258.0,20.0,86.0,9.0,0
255,14.273055,160.549941,3232235827,3232235787,102,49622,556,1,1.0,720258.0,20.0,86.0,9.0,0
